game,result,game_state
2,1/2-1/2,3r1b2/1p2n3/p2P1n2/4p1kp/1P5R/P3PBB1/2K2PP1/3R2N1 b - - 2 32
2,1/2-1/2,2nr1b2/1p6/p2P1n2/4p1kp/1P5R/P3PBB1/2K2PP1/3R2N1 w - - 3 33
2,1/2-1/2,2nr1b2/1p6/p2P1n2/4p1kp/1P5R/P3PBBN/2K2PP1/3R4 b - - 4 33
2,1/2-1/2,2nr1b2/1p6/p2P1n1k/4p2p/1P5R/P3PBBN/2K2PP1/3R4 w - - 5 34
2,1/2-1/2,2nr1b2/1p6/p2P1n1k/4B2p/1P5R/P3PB1N/2K2PP1/3R4 b - - 0 34
2,1/2-1/2,2nr1b2/1p4k1/p2P1n2/4B2p/1P5R/P3PB1N/2K2PP1/3R4 w - - 1 35
2,1/2-1/2,2nr1b2/1p4k1/p2P1n2/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 b - - 2 35
2,1/2-1/2,2nr4/1p2b1k1/p2P1n2/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 w - - 3 36
2,1/2-1/2,2nr4/1p2P1k1/p4n2/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 b - - 0 36
2,1/2-1/2,2n5/1p2P1k1/p2r1n2/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 w - - 1 37
2,1/2-1/2,2n1Q3/1p4k1/p2r1n2/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 b - - 0 37
2,1/2-1/2,2n1Q3/1p6/p2r1n1k/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 w - - 1 38
2,1/2-1/2,2Q5/1p6/p2r1n1k/4B2p/1P3R2/P3PB1N/2K2PP1/3R4 b - - 0 38
2,1/2-1/2,2Q5/1p6/p4n1k/4B2p/1P3R2/P3PB1N/2K2PP1/3r4 w - - 0 39
2,1/2-1/2,2Q5/1p6/p4R1k/4B2p/1P6/P3PB1N/2K2PP1/3r4 b - - 0 39
2,1/2-1/2,2Q5/1p4k1/p4R2/4B2p/1P6/P3PB1N/2K2PP1/3r4 w - - 1 40
2,1/2-1/2,2Q5/1p4k1/p4R2/4B2p/1P6/P3P2N/2K2PP1/3B4 b - - 0 40
2,1/2-1/2,2Q5/1p4k1/p4R2/4B3/1P5p/P3P2N/2K2PP1/3B4 w - - 0 41
2,1/2-1/2,8/1Q4k1/p4R2/4B3/1P5p/P3P2N/2K2PP1/3B4 b - - 0 41
2,1/2-1/2,7k/1Q6/p4R2/4B3/1P5p/P3P2N/2K2PP1/3B4 w - - 1 42
2,1/2-1/2,7k/1QB5/p4R2/8/1P5p/P3P2N/2K2PP1/3B4 b - - 2 42
2,1/2-1/2,6k1/1QB5/p4R2/8/1P5p/P3P2N/2K2PP1/3B4 w - - 3 43
2,1/2-1/2,1Q4k1/2B5/p4R2/8/1P5p/P3P2N/2K2PP1/3B4 b - - 4 43
2,1/2-1/2,1Q6/2B4k/p4R2/8/1P5p/P3P2N/2K2PP1/3B4 w - - 5 44
2,1/2-1/2,1Q6/2B4k/p4R2/8/1P5p/P1K1P2N/5PP1/3B4 b - - 6 44
2,1/2-1/2,1Q6/2B3k1/p4R2/8/1P5p/P1K1P2N/5PP1/3B4 w - - 7 45
2,1/2-1/2,1Q6/2B3k1/p3R3/8/1P5p/P1K1P2N/5PP1/3B4 b - - 8 45
2,1/2-1/2,1Q6/2B2k2/p3R3/8/1P5p/P1K1P2N/5PP1/3B4 w - - 9 46
2,1/2-1/2,1Q6/2B2k2/p3R3/8/1P3N1p/P1K1P3/5PP1/3B4 b - - 10 46
2,1/2-1/2,1Q6/2B2k2/4R3/p7/1P3N1p/P1K1P3/5PP1/3B4 w - - 0 47
2,1/2-1/2,1Q6/2B2k2/4R3/p6B/1P3N1p/P1K1P3/5PP1/8 b - - 1 47
2,1/2-1/2,1Q6/2B3k1/4R3/p6B/1P3N1p/P1K1P3/5PP1/8 w - - 2 48
2,1/2-1/2,1Q6/2B3k1/4R3/P6B/5N1p/P1K1P3/5PP1/8 b - - 0 48
2,1/2-1/2,1Q6/2B4k/4R3/P6B/5N1p/P1K1P3/5PP1/8 w - - 1 49
2,1/2-1/2,1Q6/2B4k/6R1/P6B/5N1p/P1K1P3/5PP1/8 b - - 2 49
2,1/2-1/2,1Q6/2B4k/6R1/P6B/5N2/P1K1P2p/5PP1/8 w - - 0 50
2,1/2-1/2,1Q6/2B4k/6R1/P6B/5N2/P1K1P2P/5P2/8 b - - 0 50
2,1/2-1/2,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
3,1/2-1/2,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1
3,1/2-1/2,rnbqkbnr/ppppp1pp/5p2/8/P7/8/1PPPPPPP/RNBQKBNR w KQkq - 0 2
3,1/2-1/2,rnbqkbnr/ppppp1pp/5p2/8/P7/7N/1PPPPPPP/RNBQKB1R b KQkq - 1 2
3,1/2-1/2,rnbqkbnr/ppppp1p1/5p1p/8/P7/7N/1PPPPPPP/RNBQKB1R w KQkq - 0 3
3,1/2-1/2,rnbqkbnr/ppppp1p1/5p1p/8/P4P2/7N/1PPPP1PP/RNBQKB1R b KQkq - 0 3
3,1/2-1/2,rnbqkbn1/ppppp1pr/5p1p/8/P4P2/7N/1PPPP1PP/RNBQKB1R w KQq - 1 4
3,1/2-1/2,rnbqkbn1/ppppp1pr/5p1p/8/P4P2/3P3N/1PP1P1PP/RNBQKB1R b KQq - 0 4
3,1/2-1/2,r1bqkbn1/ppppp1pr/n4p1p/8/P4P2/3P3N/1PP1P1PP/RNBQKB1R w KQq - 1 5
3,1/2-1/2,r1bqkbn1/ppppp1pr/n4p1p/8/P2P1P2/7N/1PP1P1PP/RNBQKB1R b KQq - 0 5
3,1/2-1/2,r1bqkbn1/pppp2pr/n4p1p/4p3/P2P1P2/7N/1PP1P1PP/RNBQKB1R w KQq - 0 6
3,1/2-1/2,r1bqkbn1/pppp2pr/n4p1p/4P3/P4P2/7N/1PP1P1PP/RNBQKB1R b KQq - 0 6
3,1/2-1/2,r1bqkbn1/ppp3pr/n2p1p1p/4P3/P4P2/7N/1PP1P1PP/RNBQKB1R w KQq - 0 7
3,1/2-1/2,r1bqkbn1/ppp3pr/n2p1p1p/4P3/P4P2/3Q3N/1PP1P1PP/RNB1KB1R b KQq - 1 7
3,1/2-1/2,r1bqkbnr/ppp3p1/n2p1p1p/4P3/P4P2/3Q3N/1PP1P1PP/RNB1KB1R w KQq - 2 8
3,1/2-1/2,r1bqkbnr/ppp3p1/n2P1p1p/8/P4P2/3Q3N/1PP1P1PP/RNB1KB1R b KQq - 0 8
3,1/2-1/2,r2qkbnr/ppp3p1/n2P1p1p/8/P4P2/3Q3b/1PP1P1PP/RNB1KB1R w KQq - 0 9
3,1/2-1/2,r2qkbnr/ppp3p1/n2P1pQp/8/P4P2/7b/1PP1P1PP/RNB1KB1R b KQq - 1 9
3,1/2-1/2,r2q1bnr/pppk2p1/n2P1pQp/8/P4P2/7b/1PP1P1PP/RNB1KB1R w KQ - 2 10
3,1/2-1/2,r2q1bnr/pppk2p1/n2P1pQp/8/P4P2/7P/1PP1P2P/RNB1KB1R b KQ - 0 10
3,1/2-1/2,r2q1bnr/pp1k2p1/n1pP1pQp/8/P4P2/7P/1PP1P2P/RNB1KB1R w KQ - 0 11
3,1/2-1/2,r2q1bnr/pp1k1Qp1/n1pP1p1p/8/P4P2/7P/1PP1P2P/RNB1KB1R b KQ - 1 11
3,1/2-1/2,r1kq1bnr/pp3Qp1/n1pP1p1p/8/P4P2/7P/1PP1P2P/RNB1KB1R w KQ - 2 12
3,1/2-1/2,r1kq1bnr/pp3Qp1/n1pP1p1p/8/P4P2/7P/1PPNP2P/R1B1KB1R b KQ - 3 12
3,1/2-1/2,rk1q1bnr/pp3Qp1/n1pP1p1p/8/P4P2/7P/1PPNP2P/R1B1KB1R w KQ - 4 13
3,1/2-1/2,rk1q1bnr/pp3Qp1/n1pP1p1p/8/P4P2/7P/1PPNP2P/1RB1KB1R b K - 5 13
3,1/2-1/2,rk1q1bnr/pp3Qp1/n2P1p1p/2p5/P4P2/7P/1PPNP2P/1RB1KB1R w K - 0 14
3,1/2-1/2,rk1q1bnr/pp3Qp1/n2P1p1p/2p5/P4P2/1N5P/1PP1P2P/1RB1KB1R b K - 1 14
3,1/2-1/2,rk1q1bnr/p4Qp1/np1P1p1p/2p5/P4P2/1N5P/1PP1P2P/1RB1KB1R w K - 0 15
3,1/2-1/2,rk1q1bnr/p4Qp1/np1P1p1p/2p5/P4P2/1N5P/1PP1P1BP/1RB1K2R b K - 1 15
3,1/2-1/2,rk1q2nr/p4Qp1/np1b1p1p/2p5/P4P2/1N5P/1PP1P1BP/1RB1K2R w K - 0 16
3,1/2-1/2,rk1q2nr/p5Q1/np1b1p1p/2p5/P4P2/1N5P/1PP1P1BP/1RB1K2R b K - 0 16
3,1/2-1/2,rk1q2nr/p5Q1/np1b1p1p/8/P1p2P2/1N5P/1PP1P1BP/1RB1K2R w K - 0 17
3,1/2-1/2,rk1q2nQ/p7/np1b1p1p/8/P1p2P2/1N5P/1PP1P1BP/1RB1K2R b K - 0 17
3,1/2-1/2,rk1q2nQ/p7/np3p1p/8/Pbp2P2/1N5P/1PP1P1BP/1RB1K2R w K - 1 18
3,1/2-1/2,rk1q2nQ/p7/np3p1p/8/Pbp2P2/1N5P/1PP1PKBP/1RB4R b - - 2 18
3,1/2-1/2,rk1q2nQ/p7/np3p1p/8/Pb3P2/1p5P/1PP1PKBP/1RB4R w - - 0 19
3,1/2-1/2,Bk1q2nQ/p7/np3p1p/8/Pb3P2/1p5P/1PP1PK1P/1RB4R b - - 0 19
3,1/2-1/2,Bk1q2nQ/p7/np3p1p/8/Pb3P2/7P/1Pp1PK1P/1RB4R w - - 0 20
3,1/2-1/2,Bk1q2nQ/p7/np3p1p/8/Pb3P2/7P/1Pp1PK1P/R1B4R b - - 1 20
3,1/2-1/2,Bk1q2nQ/p7/np3p1p/8/P4P2/7P/1PpbPK1P/R1B4R w - - 2 21
3,1/2-1/2,1k1q2nQ/p7/np3p1p/8/P3BP2/7P/1PpbPK1P/R1B4R b - - 3 21
3,1/2-1/2,1k4nQ/p7/np3p1p/8/P2qBP2/7P/1PpbPK1P/R1B4R w - - 4 22
3,1/2-1/2,1k4nQ/p7/np3p1p/8/P2qBP2/7P/1PpbP2P/R1B2K1R b - - 5 22
3,1/2-1/2,1k1q2nQ/p7/np3p1p/8/P3BP2/7P/1PpbP2P/R1B2K1R w - - 6 23
3,1/2-1/2,1k1q2nQ/p7/np3p1p/8/P3BP2/7P/1PpBP2P/R4K1R b - - 0 23
3,1/2-1/2,1k1q2nQ/p7/1p3p1p/2n5/P3BP2/7P/1PpBP2P/R4K1R w - - 1 24
3,1/2-1/2,1k1q2nQ/p7/1p3p1p/2n5/P4P2/7P/1PBBP2P/R4K1R b - - 0 24
3,1/2-1/2,1k4nQ/p7/1p3p1p/2nq4/P4P2/7P/1PBBP2P/R4K1R w - - 1 25
3,1/2-1/2,1k4nQ/p7/1p3p1p/2nq4/P4P2/7P/1PBBP2P/R4KR1 b - - 2 25
3,1/2-1/2,1k4nQ/8/1p3p1p/p1nq4/P4P2/7P/1PBBP2P/R4KR1 w - - 0 26
3,1/2-1/2,1k4RQ/8/1p3p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 b - - 0 26
3,1/2-1/2,6RQ/2k5/1p3p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 w - - 1 27
3,1/2-1/2,7Q/2k3R1/1p3p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 b - - 2 27
3,1/2-1/2,7Q/6R1/1p1k1p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 w - - 3 28
3,1/2-1/2,3Q4/6R1/1p1k1p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 b - - 4 28
3,1/2-1/2,3Q4/6R1/1pk2p1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 w - - 5 29
3,1/2-1/2,8/6R1/1pk2Q1p/p1nq4/P4P2/7P/1PBBP2P/R4K2 b - - 0 29
3,1/2-1/2,8/6R1/1pk1qQ1p/p1n5/P4P2/7P/1PBBP2P/R4K2 w - - 1 30
3,1/2-1/2,8/6R1/1pk1Q2p/p1n5/P4P2/7P/1PBBP2P/R4K2 b - - 0 30
3,1/2-1/2,8/6R1/1pk1n2p/p7/P4P2/7P/1PBBP2P/R4K2 w - - 0 31
3,1/2-1/2,8/8/1pk1n2p/p7/P4P2/6RP/1PBBP2P/R4K2 b - - 1 31
3,1/2-1/2,5n2/8/1pk4p/p7/P4P2/6RP/1PBBP2P/R4K2 w - - 2 32
3,1/2-1/2,5n2/8/1pk4p/p7/P4P2/4R2P/1PBBP2P/R4K2 b - - 3 32
3,1/2-1/2,5n2/8/1p1k3p/p7/P4P2/4R2P/1PBBP2P/R4K2 w - - 4 33
3,1/2-1/2,5n2/8/1p1k3p/p7/P4P2/4R2P/1PBBP2P/R5K1 b - - 5 33
3,1/2-1/2,5n2/8/1p5p/p1k5/P4P2/4R2P/1PBBP2P/R5K1 w - - 6 34
3,1/2-1/2,5n2/8/1p5p/p1k5/P4P2/4R2P/1PBBP2P/4R1K1 b - - 7 34
3,1/2-1/2,5n2/8/1p5p/p7/P1k2P2/4R2P/1PBBP2P/4R1K1 w - - 8 35
3,1/2-1/2,5n2/8/1p5p/p7/P1k2P2/4R2P/1PBBP1KP/4R3 b - - 9 35
3,1/2-1/2,5n2/8/1p6/p6p/P1k2P2/4R2P/1PBBP1KP/4R3 w - - 0 36
3,1/2-1/2,5n2/8/1p6/p6p/P1k2P1P/4R3/1PBBP1KP/4R3 b - - 0 36
3,1/2-1/2,8/3n4/1p6/p6p/P1k2P1P/4R3/1PBBP1KP/4R3 w - - 1 37
3,1/2-1/2,8/3n4/1p6/p6p/P1k2P1P/4RK2/1PBBP2P/4R3 b - - 2 37
3,1/2-1/2,8/3n4/1p6/p1k4p/P4P1P/4RK2/1PBBP2P/4R3 w - - 3 38
3,1/2-1/2,8/3n4/1p6/p1k4p/P4P1P/4RK2/1PBBP2P/1R6 b - - 4 38
3,1/2-1/2,8/3n4/1p6/p6p/P1k2P1P/4RK2/1PBBP2P/1R6 w - - 5 39
3,1/2-1/2,8/3n4/1p6/p6p/P1k2P1P/1P2RK2/2BBP2P/1R6 b - - 0 39
3,1/2-1/2,8/3n4/1p6/p2k3p/P4P1P/1P2RK2/2BBP2P/1R6 w - - 1 40
3,1/2-1/2,8/3nR3/1p6/p2k3p/P4P1P/1P3K2/2BBP2P/1R6 b - - 2 40
3,1/2-1/2,8/4R3/1p3n2/p2k3p/P4P1P/1P3K2/2BBP2P/1R6 w - - 3 41
3,1/2-1/2,8/4R3/1p3n2/p2k3p/P4P1P/1PB2K2/2B1P2P/1R6 b - - 4 41
3,1/2-1/2,8/4R3/1p6/p2k3p/P4PnP/1PB2K2/2B1P2P/1R6 w - - 5 42
3,1/2-1/2,8/4R3/1p6/p2k3p/P4PnP/1PB2K1P/2B1P3/1R6 b - - 0 42
3,1/2-1/2,8/4R3/1p6/p2k3p/P4P1P/1PB2K1P/2B1P2n/1R6 w - - 1 43
3,1/2-1/2,8/4R3/1p6/p2k3p/P4P1P/1PB3KP/2B1P2n/1R6 b - - 2 43
3,1/2-1/2,8/4R3/1p1k4/p6p/P4P1P/1PB3KP/2B1P2n/1R6 w - - 3 44
3,1/2-1/2,8/8/1p1k4/p3R2p/P4P1P/1PB3KP/2B1P2n/1R6 b - - 4 44
3,1/2-1/2,8/8/1p1k4/p3R2p/P4PnP/1PB3KP/2B1P3/1R6 w - - 5 45
3,1/2-1/2,8/8/1p1k4/p3R2p/P4PPP/1PB3K1/2B1P3/1R6 b - - 0 45
3,1/2-1/2,8/8/1p1k4/p3R3/P4PpP/1PB3K1/2B1P3/1R6 w - - 0 46
3,1/2-1/2,8/8/1p1k4/p3R3/P4PpP/1PB3K1/2B1P3/7R b - - 1 46
3,1/2-1/2,8/8/1pk5/p3R3/P4PpP/1PB3K1/2B1P3/7R w - - 2 47
3,1/2-1/2,8/8/1pk5/p3R3/P4PpP/1PBB2K1/4P3/7R b - - 3 47
3,1/2-1/2,8/2k5/1p6/p3R3/P4PpP/1PBB2K1/4P3/7R w - - 4 48
3,1/2-1/2,8/2k5/1p6/p7/P4PpP/1PBBR1K1/4P3/7R b - - 5 48
3,1/2-1/2,8/1k6/1p6/p7/P4PpP/1PBBR1K1/4P3/7R w - - 6 49
3,1/2-1/2,8/1k6/1p3B2/p7/P4PpP/1P1BR1K1/4P3/7R b - - 7 49
3,1/2-1/2,2k5/8/1p3B2/p7/P4PpP/1P1BR1K1/4P3/7R w - - 8 50
3,1/2-1/2,2k5/8/1p3B2/p7/P3BPpP/1P2R1K1/4P3/7R b - - 9 50
3,1/2-1/2,1k6/8/1p3B2/p7/P3BPpP/1P2R1K1/4P3/7R w - - 10 51
3,1/2-1/2,1k6/8/1p3B2/p7/P3BPpP/1P2R1K1/4P3/6R1 b - - 11 51
3,1/2-1/2,1k6/8/5B2/pp6/P3BPpP/1P2R1K1/4P3/6R1 w - - 0 52
3,1/2-1/2,1k6/8/5B2/pP6/4BPpP/1P2R1K1/4P3/6R1 b - - 0 52
3,1/2-1/2,2k5/8/5B2/pP6/4BPpP/1P2R1K1/4P3/6R1 w - - 1 53
3,1/2-1/2,2k5/8/5B2/pP6/5PpP/1P2R1K1/4P3/6RB b - - 2 53
3,1/2-1/2,8/3k4/5B2/pP6/5PpP/1P2R1K1/4P3/6RB w - - 3 54
3,1/2-1/2,8/3kB3/8/pP6/5PpP/1P2R1K1/4P3/6RB b - - 4 54
3,1/2-1/2,8/3kB3/8/1P6/p4PpP/1P2R1K1/4P3/6RB w - - 0 55
3,1/2-1/2,8/3kB3/8/1P6/P4PpP/4R1K1/4P3/6RB b - - 0 55
3,1/2-1/2,8/2k1B3/8/1P6/P4PpP/4R1K1/4P3/6RB w - - 1 56
3,1/2-1/2,8/2k1B3/8/1P6/P4PpP/4R3/4P2K/6RB b - - 2 56
3,1/2-1/2,2k5/4B3/8/1P6/P4PpP/4R3/4P2K/6RB w - - 3 57
3,1/2-1/2,2k2B2/8/8/1P6/P4PpP/4R3/4P2K/6RB b - - 4 57
3,1/2-1/2,3k1B2/8/8/1P6/P4PpP/4R3/4P2K/6RB w - - 5 58
3,1/2-1/2,3k4/8/8/1PB5/P4PpP/4R3/4P2K/6RB b - - 6 58
3,1/2-1/2,8/3k4/8/1PB5/P4PpP/4R3/4P2K/6RB w - - 7 59
3,1/2-1/2,8/3k4/8/1P6/P4PpP/B3R3/4P2K/6RB b - - 8 59
3,1/2-1/2,8/3k4/8/1P6/P4P1P/B3R1p1/4P2K/6RB w - - 0 60
3,1/2-1/2,8/3k4/8/1P6/P4P1P/B3R1K1/4P3/6RB b - - 0 60
3,1/2-1/2,3k4/8/8/1P6/P4P1P/B3R1K1/4P3/6RB w - - 1 61
3,1/2-1/2,3k4/8/3B4/1P6/P4P1P/4R1K1/4P3/6RB b - - 2 61
3,1/2-1/2,2k5/8/3B4/1P6/P4P1P/4R1K1/4P3/6RB w - - 3 62
3,1/2-1/2,2k5/8/3B4/1P1B4/P4P1P/4R1K1/4P3/6R1 b - - 4 62
3,1/2-1/2,3k4/8/3B4/1P1B4/P4P1P/4R1K1/4P3/6R1 w - - 5 63
3,1/2-1/2,3k4/8/3B4/1P1BR3/P4P1P/6K1/4P3/6R1 b - - 6 63
3,1/2-1/2,8/3k4/3B4/1P1BR3/P4P1P/6K1/4P3/6R1 w - - 7 64
3,1/2-1/2,8/3kB3/8/1P1BR3/P4P1P/6K1/4P3/6R1 b - - 8 64
3,1/2-1/2,8/2k1B3/8/1P1BR3/P4P1P/6K1/4P3/6R1 w - - 9 65
3,1/2-1/2,8/2k5/5B2/1P1BR3/P4P1P/6K1/4P3/6R1 b - - 10 65
3,1/2-1/2,8/8/3k1B2/1P1BR3/P4P1P/6K1/4P3/6R1 w - - 11 66
3,1/2-1/2,8/8/3k1B2/1P2R3/P4P1P/6K1/4P3/6RB b - - 12 66
3,1/2-1/2,8/3k4/5B2/1P2R3/P4P1P/6K1/4P3/6RB w - - 13 67
3,1/2-1/2,8/3k4/1P3B2/4R3/P4P1P/6K1/4P3/6RB b - - 0 67
3,1/2-1/2,2k5/8/1P3B2/4R3/P4P1P/6K1/4P3/6RB w - - 1 68
3,1/2-1/2,2k5/8/1P3B2/4R3/P4P1P/7K/4P3/6RB b - - 2 68
3,1/2-1/2,8/3k4/1P3B2/4R3/P4P1P/7K/4P3/6RB w - - 3 69
3,1/2-1/2,8/3k4/1P3B2/4R3/P4PKP/8/4P3/6RB b - - 4 69
3,1/2-1/2,8/8/1P1k1B2/4R3/P4PKP/8/4P3/6RB w - - 5 70
3,1/2-1/2,8/8/1P1k1B2/4R2K/P4P1P/8/4P3/6RB b - - 6 70
3,1/2-1/2,8/3k4/1P3B2/4R2K/P4P1P/8/4P3/6RB w - - 7 71
3,1/2-1/2,8/3k4/1P3B2/P3R2K/5P1P/8/4P3/6RB b - - 0 71
3,1/2-1/2,2k5/8/1P3B2/P3R2K/5P1P/8/4P3/6RB w - - 1 72
3,1/2-1/2,2k5/6R1/1P3B2/P3R2K/5P1P/8/4P3/7B b - - 2 72
3,1/2-1/2,1k6/6R1/1P3B2/P3R2K/5P1P/8/4P3/7B w - - 3 73
3,1/2-1/2,1k6/6R1/1P3B1K/P3R3/5P1P/8/4P3/7B b - - 4 73
3,1/2-1/2,2k5/6R1/1P3B1K/P3R3/5P1P/8/4P3/7B w - - 5 74
3,1/2-1/2,2k5/8/1P3BRK/P3R3/5P1P/8/4P3/7B b - - 6 74
3,1/2-1/2,8/3k4/1P3BRK/P3R3/5P1P/8/4P3/7B w - - 7 75
3,1/2-1/2,8/3k4/1P3BRK/P3R2P/5P2/8/4P3/7B b - - 0 75
3,1/2-1/2,2k5/8/1P3BRK/P3R2P/5P2/8/4P3/7B w - - 1 76
3,1/2-1/2,2k5/8/1PB2BRK/P3R2P/5P2/8/4P3/8 b - - 2 76
3,1/2-1/2,1k6/8/1PB2BRK/P3R2P/5P2/8/4P3/8 w - - 3 77
3,1/2-1/2,1k6/8/1PB2BRK/P3R2P/5P2/4P3/8/8 b - - 0 77
3,1/2-1/2,2k5/8/1PB2BRK/P3R2P/5P2/4P3/8/8 w - - 1 78
3,1/2-1/2,2k5/8/1PB2BRK/P2R3P/5P2/4P3/8/8 b - - 2 78
3,1/2-1/2,1k6/8/1PB2BRK/P2R3P/5P2/4P3/8/8 w - - 3 79
3,1/2-1/2,1k6/8/1PB2B1K/P2R3P/5P2/4P3/8/6R1 b - - 4 79
3,1/2-1/2,2k5/8/1PB2B1K/P2R3P/5P2/4P3/8/6R1 w - - 5 80
3,1/2-1/2,2k5/8/1PB2B1K/P5RP/5P2/4P3/8/6R1 b - - 6 80
3,1/2-1/2,1k6/8/1PB2B1K/P5RP/5P2/4P3/8/6R1 w - - 7 81
3,1/2-1/2,1k6/8/1PB2B1K/P6P/5P2/4P3/6R1/6R1 b - - 8 81
3,1/2-1/2,2k5/8/1PB2B1K/P6P/5P2/4P3/6R1/6R1 w - - 9 82
3,1/2-1/2,2k5/8/1P3B1K/P2B3P/5P2/4P3/6R1/6R1 b - - 10 82
3,1/2-1/2,1k6/8/1P3B1K/P2B3P/5P2/4P3/6R1/6R1 w - - 11 83
3,1/2-1/2,1k6/1P6/5B1K/P2B3P/5P2/4P3/6R1/6R1 b - - 0 83
3,1/2-1/2,8/kP6/5B1K/P2B3P/5P2/4P3/6R1/6R1 w - - 1 84
3,1/2-1/2,8/kP6/7K/P2BB2P/5P2/4P3/6R1/6R1 b - - 2 84
3,1/2-1/2,8/1P6/k6K/P2BB2P/5P2/4P3/6R1/6R1 w - - 3 85
3,1/2-1/2,8/1P6/k6K/P2BB2P/5P2/4P3/6R1/R7 b - - 4 85
3,1/2-1/2,8/1P6/7K/Pk1BB2P/5P2/4P3/6R1/R7 w - - 5 86
3,1/2-1/2,8/1P6/7K/Pk2B2P/5P2/4PB2/6R1/R7 b - - 6 86
3,1/2-1/2,8/1P6/7K/P1k1B2P/5P2/4PB2/6R1/R7 w - - 7 87
3,1/2-1/2,8/1P6/7K/P1k1B2P/5P2/4PBR1/8/R7 b - - 8 87
3,1/2-1/2,8/1P6/7K/Pk2B2P/5P2/4PBR1/8/R7 w - - 9 88
3,1/2-1/2,8/1P6/7K/Pk2B2P/5P2/4P1R1/4B3/R7 b - - 10 88
3,1/2-1/2,8/1P6/7K/P3B2P/1k3P2/4P1R1/4B3/R7 w - - 11 89
3,1/2-1/2,8/1P4K1/8/P3B2P/1k3P2/4P1R1/4B3/R7 b - - 12 89
3,1/2-1/2,8/1P4K1/8/P3B2P/5P2/1k2P1R1/4B3/R7 w - - 13 90
3,1/2-1/2,8/1P4K1/8/P6P/3B1P2/1k2P1R1/4B3/R7 b - - 14 90
3,1/2-1/2,8/1P4K1/8/P6P/1k1B1P2/4P1R1/4B3/R7 w - - 15 91
3,1/2-1/2,5K2/1P6/8/P6P/1k1B1P2/4P1R1/4B3/R7 b - - 16 91
3,1/2-1/2,5K2/1P6/8/P6P/3B1P2/1k2P1R1/4B3/R7 w - - 17 92
3,1/2-1/2,5K2/1P4R1/8/P6P/3B1P2/1k2P3/4B3/R7 b - - 18 92
3,1/2-1/2,5K2/1P4R1/8/P6P/1k1B1P2/4P3/4B3/R7 w - - 19 93
3,1/2-1/2,5K2/1P6/8/P6P/1k1B1PR1/4P3/4B3/R7 b - - 20 93
3,1/2-1/2,5K2/1P6/8/P6P/3B1PR1/1k2P3/4B3/R7 w - - 21 94
3,1/2-1/2,5K2/1P6/7P/P7/3B1PR1/1k2P3/4B3/R7 b - - 0 94
3,1/2-1/2,5K2/1P6/7P/P7/3B1PR1/4P3/2k1B3/R7 w - - 1 95
3,1/2-1/2,1Q3K2/8/7P/P7/3B1PR1/4P3/2k1B3/R7 b - - 0 95
3,1/2-1/2,1Q3K2/8/7P/P7/3B1PR1/4P3/3kB3/R7 w - - 1 96
3,1/2-1/2,1Q3K2/7P/8/P7/3B1PR1/4P3/3kB3/R7 b - - 0 96
3,1/2-1/2,1Q3K2/7P/8/P7/3B1PR1/4P3/4k3/R7 w - - 0 97
3,1/2-1/2,1Q3K1Q/8/8/P7/3B1PR1/4P3/4k3/R7 b - - 0 97
3,1/2-1/2,1Q3K1Q/8/8/P7/3B1PR1/3kP3/8/R7 w - - 1 98
3,1/2-1/2,5K1Q/2Q5/8/P7/3B1PR1/3kP3/8/R7 b - - 2 98
3,1/2-1/2,5K1Q/2Q5/8/P7/3B1PR1/4P3/4k3/R7 w - - 3 99
3,1/2-1/2,7Q/2Q3K1/8/P7/3B1PR1/4P3/4k3/R7 b - - 4 99
3,1/2-1/2,7Q/2Q3K1/8/P7/3B1PR1/3kP3/8/R7 w - - 5 100
3,1/2-1/2,7Q/2Q3K1/8/P1B5/5PR1/3kP3/8/R7 b - - 6 100
3,1/2-1/2,7Q/2Q3K1/8/P1B5/5PR1/4P3/4k3/R7 w - - 7 101
3,1/2-1/2,5K1Q/2Q5/8/P1B5/5PR1/4P3/4k3/R7 b - - 8 101
3,1/2-1/2,5K1Q/2Q5/8/P1B5/5PR1/3kP3/8/R7 w - - 9 102
3,1/2-1/2,7Q/2Q3K1/8/P1B5/5PR1/3kP3/8/R7 b - - 10 102
3,1/2-1/2,7Q/2Q3K1/8/P1B5/5PR1/4P3/3k4/R7 w - - 11 103
3,1/2-1/2,7Q/2Q3K1/8/P1B5/R4PR1/4P3/3k4/8 b - - 12 103
