game,result,game_state
4,1/2-1/2,1k6/8/8/2P2Q2/4R3/2B5/7K/8 w - - 11 115
4,1/2-1/2,1k6/8/8/2P5/4R3/2B2Q2/7K/8 b - - 12 115
4,1/2-1/2,2k5/8/8/2P5/4R3/2B2Q2/7K/8 w - - 13 116
4,1/2-1/2,2k1R3/8/8/2P5/8/2B2Q2/7K/8 b - - 14 116
4,1/2-1/2,4R3/2k5/8/2P5/8/2B2Q2/7K/8 w - - 15 117
4,1/2-1/2,4R3/2k5/8/2P5/8/2B5/6QK/8 b - - 16 117
4,1/2-1/2,4R3/3k4/8/2P5/8/2B5/6QK/8 w - - 17 118
4,1/2-1/2,R7/3k4/8/2P5/8/2B5/6QK/8 b - - 18 118
4,1/2-1/2,R7/4k3/8/2P5/8/2B5/6QK/8 w - - 19 119
4,1/2-1/2,8/R3k3/8/2P5/8/2B5/6QK/8 b - - 20 119
4,1/2-1/2,3k4/R7/8/2P5/8/2B5/6QK/8 w - - 21 120
4,1/2-1/2,3k4/R7/8/2PQ4/8/2B5/7K/8 b - - 22 120
4,1/2-1/2,2k5/R7/8/2PQ4/8/2B5/7K/8 w - - 23 121
4,1/2-1/2,2k5/R7/8/2PQ4/8/8/7K/4B3 b - - 24 121
4,1/2-1/2,1k6/R7/8/2PQ4/8/8/7K/4B3 w - - 25 122
4,1/2-1/2,1k6/1R6/8/2PQ4/8/8/7K/4B3 b - - 26 122
4,1/2-1/2,k7/1R6/8/2PQ4/8/8/7K/4B3 w - - 27 123
4,1/2-1/2,k7/1R6/8/B1PQ4/8/8/7K/8 b - - 28 123
5,1/2-1/2,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1
5,1/2-1/2,rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1
5,1/2-1/2,rnbqkbnr/1ppppppp/8/p7/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2
5,1/2-1/2,rnbqkbnr/1ppppppp/8/p7/6P1/5P2/PPPPP2P/RNBQKBNR b KQkq - 0 2
5,1/2-1/2,rnbqkbnr/2pppppp/8/pp6/6P1/5P2/PPPPP2P/RNBQKBNR w KQkq - 0 3
5,1/2-1/2,rnbqkbnr/2pppppp/8/pp6/6P1/N4P2/PPPPP2P/R1BQKBNR b KQkq - 1 3
5,1/2-1/2,rnbqkb1r/2pppppp/5n2/pp6/6P1/N4P2/PPPPP2P/R1BQKBNR w KQkq - 2 4
5,1/2-1/2,rnbqkb1r/2pppppp/5n2/pN6/6P1/5P2/PPPPP2P/R1BQKBNR b KQkq - 0 4
5,1/2-1/2,rnbqkb1r/3ppppp/2p2n2/pN6/6P1/5P2/PPPPP2P/R1BQKBNR w KQkq - 0 5
5,1/2-1/2,rnbqkb1r/3ppppp/2p2n2/p7/6P1/N4P2/PPPPP2P/R1BQKBNR b KQkq - 1 5
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1pn2/p7/6P1/N4P2/PPPPP2P/R1BQKBNR w KQkq - 0 6
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1pn2/p5P1/8/N4P2/PPPPP2P/R1BQKBNR b KQkq - 0 6
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1p3/p2n2P1/8/N4P2/PPPPP2P/R1BQKBNR w KQkq - 1 7
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1p3/p2n2P1/4P3/N4P2/PPPP3P/R1BQKBNR b KQkq - 0 7
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1p3/p5P1/4Pn2/N4P2/PPPP3P/R1BQKBNR w KQkq - 1 8
5,1/2-1/2,rnbqkb1r/3p1ppp/2p1p1P1/p7/4Pn2/N4P2/PPPP3P/R1BQKBNR b KQkq - 0 8
5,1/2-1/2,rnbqkb1r/3p1pp1/2p1p1p1/p7/4Pn2/N4P2/PPPP3P/R1BQKBNR w KQkq - 0 9
5,1/2-1/2,rnbqkb1r/3p1pp1/2p1p1p1/p7/2N1Pn2/5P2/PPPP3P/R1BQKBNR b KQkq - 1 9
5,1/2-1/2,rnb1kb1r/3p1pp1/2p1p1p1/p5q1/2N1Pn2/5P2/PPPP3P/R1BQKBNR w KQkq - 2 10
5,1/2-1/2,rnb1kb1r/3p1pp1/1Np1p1p1/p5q1/4Pn2/5P2/PPPP3P/R1BQKBNR b KQkq - 3 10
5,1/2-1/2,rnb1kb1r/3p1pp1/1Np1p1p1/p5q1/4P3/3n1P2/PPPP3P/R1BQKBNR w KQkq - 4 11
5,1/2-1/2,rnb1kb1r/3p1pp1/1Np1p1p1/p5q1/4P3/3B1P2/PPPP3P/R1BQK1NR b KQkq - 0 11
5,1/2-1/2,rnb1kb1r/3p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQK1NR w KQkq - 1 12
5,1/2-1/2,rnb1kb1r/3p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR b kq - 2 12
5,1/2-1/2,1nb1kb1r/r2p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR w k - 3 13
5,1/2-1/2,1nN1kb1r/r2p1pp1/2p1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR b k - 0 13
5,1/2-1/2,rnN1kb1r/3p1pp1/2p1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR w k - 1 14
5,1/2-1/2,rn2kb1r/3p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR b k - 2 14
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1BQ1KNR w k - 3 15
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p7/4P2q/3B1P2/PPPP3P/R1B1QKNR b k - 4 15
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1pq/p7/4P3/3B1P2/PPPP3P/R1B1QKNR w k - 5 16
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1pq/p7/4P3/3B1P2/PPPP1Q1P/R1B2KNR b k - 6 16
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p5q1/4P3/3B1P2/PPPP1Q1P/R1B2KNR w k - 7 17
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p5q1/4P3/3BQP2/PPPP3P/R1B2KNR b k - 8 17
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p7/4P2q/3BQP2/PPPP3P/R1B2KNR w k - 9 18
5,1/2-1/2,1n2kb1r/r2p1pp1/1Np1p1p1/p7/4P2q/3BQP1P/PPPP4/R1B2KNR b k - 0 18
5,1/2-1/2,1n2kb1r/r4pp1/1Nppp1p1/p7/4P2q/3BQP1P/PPPP4/R1B2KNR w k - 0 19
5,1/2-1/2,1n2kb1r/r4pp1/1Nppp1p1/p3P3/7q/3BQP1P/PPPP4/R1B2KNR b k - 0 19
5,1/2-1/2,1n2kb1r/r4pp1/1Np1p1p1/p3p3/7q/3BQP1P/PPPP4/R1B2KNR w k - 0 20
5,1/2-1/2,1n2kb1r/r4pp1/1Np1p1p1/p3Q3/7q/3B1P1P/PPPP4/R1B2KNR b k - 0 20
5,1/2-1/2,1n1qkb1r/r4pp1/1Np1p1p1/p3Q3/8/3B1P1P/PPPP4/R1B2KNR w k - 1 21
5,1/2-1/2,1n1qkb1r/r4pp1/1Np1p1B1/p3Q3/8/5P1P/PPPP4/R1B2KNR b k - 0 21
5,1/2-1/2,1n1qkb1r/r5p1/1Np1p1p1/p3Q3/8/5P1P/PPPP4/R1B2KNR w k - 0 22
5,1/2-1/2,1n1qkb1r/r5p1/1Np1Q1p1/p7/8/5P1P/PPPP4/R1B2KNR b k - 0 22
5,1/2-1/2,1n1qkb1r/4r1p1/1Np1Q1p1/p7/8/5P1P/PPPP4/R1B2KNR w k - 1 23
5,1/2-1/2,1n1qkb1r/4r1p1/1Np3Q1/p7/8/5P1P/PPPP4/R1B2KNR b k - 0 23
5,1/2-1/2,1n1qkb1r/5rp1/1Np3Q1/p7/8/5P1P/PPPP4/R1B2KNR w k - 1 24
5,1/2-1/2,1n1qkb1r/5rp1/1Np5/p7/4Q3/5P1P/PPPP4/R1B2KNR b k - 2 24
5,1/2-1/2,1n1qk2r/4brp1/1Np5/p7/4Q3/5P1P/PPPP4/R1B2KNR w k - 3 25
5,1/2-1/2,1n1qk2r/4brp1/2p5/p7/N3Q3/5P1P/PPPP4/R1B2KNR b k - 4 25
5,1/2-1/2,1n1qk3/4brp1/2p5/p7/N3Q2r/5P1P/PPPP4/R1B2KNR w - - 5 26
5,1/2-1/2,1n1qk3/4brp1/2p5/p7/N6r/3Q1P1P/PPPP4/R1B2KNR b - - 6 26
5,1/2-1/2,1n1qk3/4brp1/2p5/p7/r7/3Q1P1P/PPPP4/R1B2KNR w - - 0 27
5,1/2-1/2,1n1qk3/4brp1/2p5/p7/r7/P2Q1P1P/1PPP4/R1B2KNR b - - 0 27
5,1/2-1/2,1nq1k3/4brp1/2p5/p7/r7/P2Q1P1P/1PPP4/R1B2KNR w - - 1 28
5,1/2-1/2,1nq1k3/4brpQ/2p5/p7/r7/P4P1P/1PPP4/R1B2KNR b - - 2 28
5,1/2-1/2,1n2k3/4brpQ/q1p5/p7/r7/P4P1P/1PPP4/R1B2KNR w - - 3 29
5,1/2-1/2,1n2k3/4brpQ/q1p5/p7/r7/P4P1P/1PPP2K1/R1B3NR b - - 4 29
5,1/2-1/2,1n6/3kbrpQ/q1p5/p7/r7/P4P1P/1PPP2K1/R1B3NR w - - 5 30
5,1/2-1/2,1n4Q1/3kbrp1/q1p5/p7/r7/P4P1P/1PPP2K1/R1B3NR b - - 6 30
5,1/2-1/2,1n3rQ1/3kb1p1/q1p5/p7/r7/P4P1P/1PPP2K1/R1B3NR w - - 7 31
5,1/2-1/2,1n3r2/3kb1Q1/q1p5/p7/r7/P4P1P/1PPP2K1/R1B3NR b - - 0 31
5,1/2-1/2,1n3r2/3kb1Q1/q1p5/p7/2r5/P4P1P/1PPP2K1/R1B3NR w - - 1 32
5,1/2-1/2,1n3r2/3kb1Q1/q1p5/p7/2r4P/P4P2/1PPP2K1/R1B3NR b - - 0 32
5,1/2-1/2,1n3r2/1q1kb1Q1/2p5/p7/2r4P/P4P2/1PPP2K1/R1B3NR w - - 1 33
5,1/2-1/2,1n3r2/1q1kb1Q1/2p5/p7/2r4P/P4P2/1PPP1K2/R1B3NR b - - 2 33
5,1/2-1/2,1n3r2/3kb1Q1/q1p5/p7/2r4P/P4P2/1PPP1K2/R1B3NR w - - 3 34
5,1/2-1/2,1n3r2/3kb1Q1/q1p5/p7/P1r4P/5P2/1PPP1K2/R1B3NR b - - 0 34
5,1/2-1/2,1nq2r2/3kb1Q1/2p5/p7/P1r4P/5P2/1PPP1K2/R1B3NR w - - 1 35
5,1/2-1/2,1nq2r2/3kb1Q1/2p5/p7/P1r4P/5P2/1PPPNK2/R1B4R b - - 2 35
5,1/2-1/2,1nq2r2/3kb1Q1/8/p1p5/P1r4P/5P2/1PPPNK2/R1B4R w - - 0 36
5,1/2-1/2,1nq2r2/3kb2Q/8/p1p5/P1r4P/5P2/1PPPNK2/R1B4R b - - 1 36
5,1/2-1/2,1n3r2/1q1kb2Q/8/p1p5/P1r4P/5P2/1PPPNK2/R1B4R w - - 2 37
5,1/2-1/2,1n3r2/1q1kb3/8/p1p5/P1r4P/3Q1P2/1PPPNK2/R1B4R b - - 3 37
5,1/2-1/2,1n3r2/1q1kb3/8/p1p5/P2r3P/3Q1P2/1PPPNK2/R1B4R w - - 4 38
5,1/2-1/2,1n3r2/1q1kb3/8/p1p5/P2N3P/3Q1P2/1PPP1K2/R1B4R b - - 0 38
5,1/2-1/2,1n3r2/1q1kb3/8/p7/P2p3P/3Q1P2/1PPP1K2/R1B4R w - - 0 39
5,1/2-1/2,1n3r2/1q1kb3/8/p7/P2Q3P/5P2/1PPP1K2/R1B4R b - - 0 39
5,1/2-1/2,1n2kr2/1q2b3/8/p7/P2Q3P/5P2/1PPP1K2/R1B4R w - - 1 40
5,1/2-1/2,1n2kr2/1q2b3/8/p7/P2Q3P/5P1R/1PPP1K2/R1B5 b - - 2 40
5,1/2-1/2,qn2kr2/4b3/8/p7/P2Q3P/5P1R/1PPP1K2/R1B5 w - - 3 41
5,1/2-1/2,qn2kr2/4b3/8/p7/P2Q3P/5P1R/1PPP2K1/R1B5 b - - 4 41
5,1/2-1/2,1n2kr2/4b3/q7/p7/P2Q3P/5P1R/1PPP2K1/R1B5 w - - 5 42
5,1/2-1/2,1n2kr2/4b3/q7/p7/P6P/2Q2P1R/1PPP2K1/R1B5 b - - 6 42
5,1/2-1/2,1n2k1r1/4b3/q7/p7/P6P/2Q2P1R/1PPP2K1/R1B5 w - - 7 43
5,1/2-1/2,1n2k1r1/4b3/q7/p7/P6P/2Q2P1R/1PPP1K2/R1B5 b - - 8 43
5,1/2-1/2,1n2k1r1/4b3/4q3/p7/P6P/2Q2P1R/1PPP1K2/R1B5 w - - 9 44
5,1/2-1/2,1n2k1r1/4b3/4q3/p7/P6P/2Q2P2/1PPP1K1R/R1B5 b - - 10 44
5,1/2-1/2,1n2k1r1/4b3/1q6/p7/P6P/2Q2P2/1PPP1K1R/R1B5 w - - 11 45
5,1/2-1/2,1n2k1r1/4b3/1q6/p7/P6P/2Q2P2/1PPPK2R/R1B5 b - - 12 45
5,1/2-1/2,1n1qk1r1/4b3/8/p7/P6P/2Q2P2/1PPPK2R/R1B5 w - - 13 46
5,1/2-1/2,1n1qk1r1/4b3/8/p3Q3/P6P/5P2/1PPPK2R/R1B5 b - - 14 46
5,1/2-1/2,3qk1r1/4b3/2n5/p3Q3/P6P/5P2/1PPPK2R/R1B5 w - - 15 47
5,1/2-1/2,3qk1r1/4b3/2n5/p6Q/P6P/5P2/1PPPK2R/R1B5 b - - 16 47
5,1/2-1/2,3q1kr1/4b3/2n5/p6Q/P6P/5P2/1PPPK2R/R1B5 w - - 17 48
5,1/2-1/2,3q1kr1/4b3/2n4Q/p7/P6P/5P2/1PPPK2R/R1B5 b - - 18 48
5,1/2-1/2,3q1k2/4b1r1/2n4Q/p7/P6P/5P2/1PPPK2R/R1B5 w - - 19 49
5,1/2-1/2,3q1k2/4b1r1/2Q5/p7/P6P/5P2/1PPPK2R/R1B5 b - - 0 49
5,1/2-1/2,3q1k2/6r1/2Qb4/p7/P6P/5P2/1PPPK2R/R1B5 w - - 1 50
5,1/2-1/2,3q1k2/6r1/2Qb4/p7/P6P/5P2/1PPPK3/R1B4R b - - 2 50
5,1/2-1/2,3q1k2/5r2/2Qb4/p7/P6P/5P2/1PPPK3/R1B4R w - - 3 51
5,1/2-1/2,3q1k2/5r2/2Qb4/p7/P6P/5P2/1PPPK3/R1B3R1 b - - 4 51
5,1/2-1/2,1q3k2/5r2/2Qb4/p7/P6P/5P2/1PPPK3/R1B3R1 w - - 5 52
5,1/2-1/2,1q3k2/5r2/3b4/p2Q4/P6P/5P2/1PPPK3/R1B3R1 b - - 6 52
5,1/2-1/2,3q1k2/5r2/3b4/p2Q4/P6P/5P2/1PPPK3/R1B3R1 w - - 7 53
5,1/2-1/2,3q1k2/5r2/3b4/p2Q4/P6P/5P2/1PPP4/R1BK2R1 b - - 8 53
5,1/2-1/2,3q1k2/8/3b1r2/p2Q4/P6P/5P2/1PPP4/R1BK2R1 w - - 9 54
5,1/2-1/2,3q1kR1/8/3b1r2/p2Q4/P6P/5P2/1PPP4/R1BK4 b - - 10 54
5,1/2-1/2,3q2R1/4k3/3b1r2/p2Q4/P6P/5P2/1PPP4/R1BK4 w - - 11 55
5,1/2-1/2,3R4/4k3/3b1r2/p2Q4/P6P/5P2/1PPP4/R1BK4 b - - 0 55
5,1/2-1/2,3k4/8/3b1r2/p2Q4/P6P/5P2/1PPP4/R1BK4 w - - 0 56
5,1/2-1/2,3k4/8/3b1r2/Q7/P6P/5P2/1PPP4/R1BK4 b - - 0 56
5,1/2-1/2,2k5/8/3b1r2/Q7/P6P/5P2/1PPP4/R1BK4 w - - 1 57
5,1/2-1/2,2k5/8/3b1r2/8/P6P/2Q2P2/1PPP4/R1BK4 b - - 2 57
5,1/2-1/2,8/3k4/3b1r2/8/P6P/2Q2P2/1PPP4/R1BK4 w - - 3 58
5,1/2-1/2,8/3k4/3b1Q2/8/P6P/5P2/1PPP4/R1BK4 b - - 0 58
5,1/2-1/2,8/3k4/5Q2/8/Pb5P/5P2/1PPP4/R1BK4 w - - 1 59
5,1/2-1/2,8/3k4/5Q2/8/Pb5P/5P2/1PPP4/1RBK4 b - - 2 59
5,1/2-1/2,8/3k4/5Q2/b7/P6P/5P2/1PPP4/1RBK4 w - - 3 60
5,1/2-1/2,8/3k4/8/b4Q2/P6P/5P2/1PPP4/1RBK4 b - - 4 60
5,1/2-1/2,8/4k3/8/b4Q2/P6P/5P2/1PPP4/1RBK4 w - - 5 61
5,1/2-1/2,8/4k3/8/Q7/P6P/5P2/1PPP4/1RBK4 b - - 0 61
5,1/2-1/2,8/8/4k3/Q7/P6P/5P2/1PPP4/1RBK4 w - - 1 62
5,1/2-1/2,8/8/4k3/6Q1/P6P/5P2/1PPP4/1RBK4 b - - 2 62
5,1/2-1/2,8/5k2/8/6Q1/P6P/5P2/1PPP4/1RBK4 w - - 3 63
5,1/2-1/2,3Q4/5k2/8/8/P6P/5P2/1PPP4/1RBK4 b - - 4 63
5,1/2-1/2,3Q4/8/4k3/8/P6P/5P2/1PPP4/1RBK4 w - - 5 64
5,1/2-1/2,8/8/4k3/Q7/P6P/5P2/1PPP4/1RBK4 b - - 6 64
5,1/2-1/2,8/8/5k2/Q7/P6P/5P2/1PPP4/1RBK4 w - - 7 65
5,1/2-1/2,Q7/8/5k2/8/P6P/5P2/1PPP4/1RBK4 b - - 8 65
5,1/2-1/2,Q7/8/6k1/8/P6P/5P2/1PPP4/1RBK4 w - - 9 66
5,1/2-1/2,3Q4/8/6k1/8/P6P/5P2/1PPP4/1RBK4 b - - 10 66
5,1/2-1/2,3Q4/8/7k/8/P6P/5P2/1PPP4/1RBK4 w - - 11 67
5,1/2-1/2,8/8/7k/8/P6P/3Q1P2/1PPP4/1RBK4 b - - 12 67
5,1/2-1/2,8/8/8/7k/P6P/3Q1P2/1PPP4/1RBK4 w - - 13 68
5,1/2-1/2,8/8/8/7k/P1Q4P/5P2/1PPP4/1RBK4 b - - 14 68
5,1/2-1/2,8/8/7k/8/P1Q4P/5P2/1PPP4/1RBK4 w - - 15 69
5,1/2-1/2,8/8/7k/8/P1QP3P/5P2/1PP5/1RBK4 b - - 0 69
5,1/2-1/2,8/7k/8/8/P1QP3P/5P2/1PP5/1RBK4 w - - 1 70
5,1/2-1/2,8/7k/8/8/PPQP3P/5P2/2P5/1RBK4 b - - 0 70
5,1/2-1/2,8/8/6k1/8/PPQP3P/5P2/2P5/1RBK4 w - - 1 71
5,1/2-1/2,8/8/6k1/8/PP1P3P/5P2/2P1Q3/1RBK4 b - - 2 71
5,1/2-1/2,8/8/8/5k2/PP1P3P/5P2/2P1Q3/1RBK4 w - - 3 72
5,1/2-1/2,8/8/8/5k2/PP1P3P/4QP2/2P5/1RBK4 b - - 4 72
5,1/2-1/2,8/8/6k1/8/PP1P3P/4QP2/2P5/1RBK4 w - - 5 73
5,1/2-1/2,8/8/6k1/8/PP1P3P/5P2/2P5/1RBK2Q1 b - - 6 73
5,1/2-1/2,8/7k/8/8/PP1P3P/5P2/2P5/1RBK2Q1 w - - 7 74
5,1/2-1/2,8/7k/8/8/PP1P3P/4QP2/2P5/1RBK4 b - - 8 74
5,1/2-1/2,7k/8/8/8/PP1P3P/4QP2/2P5/1RBK4 w - - 9 75
5,1/2-1/2,7k/8/8/8/PP1P3P/4QP2/2P5/R1BK4 b - - 10 75
5,1/2-1/2,6k1/8/8/8/PP1P3P/4QP2/2P5/R1BK4 w - - 11 76
5,1/2-1/2,6k1/8/8/8/PP1P3P/5P2/2P5/R1BKQ3 b - - 12 76
5,1/2-1/2,8/7k/8/8/PP1P3P/5P2/2P5/R1BKQ3 w - - 13 77
5,1/2-1/2,8/7k/8/8/PP1P3P/5P2/2P2Q2/R1BK4 b - - 14 77
5,1/2-1/2,8/8/6k1/8/PP1P3P/5P2/2P2Q2/R1BK4 w - - 15 78
5,1/2-1/2,8/8/6k1/8/PP1P3P/4BP2/2P2Q2/R2K4 b - - 16 78
5,1/2-1/2,8/5k2/8/8/PP1P3P/4BP2/2P2Q2/R2K4 w - - 17 79
5,1/2-1/2,8/5k2/8/8/PP1P3P/4BPQ1/2P5/R2K4 b - - 18 79
5,1/2-1/2,8/8/4k3/8/PP1P3P/4BPQ1/2P5/R2K4 w - - 19 80
5,1/2-1/2,8/8/4k3/8/PP1P3P/4BP2/2P5/R2KQ3 b - - 20 80
5,1/2-1/2,8/8/8/3k4/PP1P3P/4BP2/2P5/R2KQ3 w - - 21 81
5,1/2-1/2,8/8/8/3k4/PP1P1P1P/4B3/2P5/R2KQ3 b - - 0 81
5,1/2-1/2,8/8/4k3/8/PP1P1P1P/4B3/2P5/R2KQ3 w - - 1 82
5,1/2-1/2,8/8/4k3/P7/1P1P1P1P/4B3/2P5/R2KQ3 b - - 0 82
5,1/2-1/2,8/5k2/8/P7/1P1P1P1P/4B3/2P5/R2KQ3 w - - 1 83
5,1/2-1/2,8/5k2/8/P7/1P1P1P1P/4B3/2P2Q2/R2K4 b - - 2 83
5,1/2-1/2,5k2/8/8/P7/1P1P1P1P/4B3/2P2Q2/R2K4 w - - 3 84
5,1/2-1/2,5k2/8/8/P7/1PPP1P1P/4B3/5Q2/R2K4 b - - 0 84
5,1/2-1/2,6k1/8/8/P7/1PPP1P1P/4B3/5Q2/R2K4 w - - 1 85
5,1/2-1/2,6k1/8/8/P7/1PPP1P1P/8/5Q2/R1BK4 b - - 2 85
5,1/2-1/2,5k2/8/8/P7/1PPP1P1P/8/5Q2/R1BK4 w - - 3 86
5,1/2-1/2,5k2/8/8/PP6/2PP1P1P/8/5Q2/R1BK4 b - - 0 86
5,1/2-1/2,6k1/8/8/PP6/2PP1P1P/8/5Q2/R1BK4 w - - 1 87
5,1/2-1/2,6k1/8/8/PP6/R1PP1P1P/8/5Q2/2BK4 b - - 2 87
5,1/2-1/2,8/7k/8/PP6/R1PP1P1P/8/5Q2/2BK4 w - - 3 88
5,1/2-1/2,8/7k/8/PP6/R1PP1P1P/4B3/5Q2/3K4 b - - 4 88
5,1/2-1/2,8/8/6k1/PP6/R1PP1P1P/4B3/5Q2/3K4 w - - 5 89
5,1/2-1/2,8/8/6k1/PP6/R1PP1P1P/4B1Q1/8/3K4 b - - 6 89
5,1/2-1/2,8/8/7k/PP6/R1PP1P1P/4B1Q1/8/3K4 w - - 7 90
5,1/2-1/2,8/8/7k/PP6/R1PP1P1P/4B1Q1/2K5/8 b - - 8 90
5,1/2-1/2,8/8/8/PP5k/R1PP1P1P/4B1Q1/2K5/8 w - - 9 91
5,1/2-1/2,8/8/8/PP5k/R1PP1P1P/6Q1/2KB4/8 b - - 10 91
5,1/2-1/2,8/8/7k/PP6/R1PP1P1P/6Q1/2KB4/8 w - - 11 92
5,1/2-1/2,8/8/7k/PP6/R1PP1P1P/5Q2/2KB4/8 b - - 12 92
5,1/2-1/2,8/6k1/8/PP6/R1PP1P1P/5Q2/2KB4/8 w - - 13 93
5,1/2-1/2,8/6k1/1P6/P7/R1PP1P1P/5Q2/2KB4/8 b - - 0 93
5,1/2-1/2,6k1/8/1P6/P7/R1PP1P1P/5Q2/2KB4/8 w - - 1 94
5,1/2-1/2,6k1/1P6/8/P7/R1PP1P1P/5Q2/2KB4/8 b - - 0 94
5,1/2-1/2,8/1P5k/8/P7/R1PP1P1P/5Q2/2KB4/8 w - - 1 95
5,1/2-1/2,8/1P5k/8/P7/R1PP1P1P/8/2KB4/3Q4 b - - 2 95
5,1/2-1/2,8/1P4k1/8/P7/R1PP1P1P/8/2KB4/3Q4 w - - 3 96
5,1/2-1/2,8/1P4k1/8/P7/R1PP1P1P/2K5/3B4/3Q4 b - - 4 96
5,1/2-1/2,8/1P6/5k2/P7/R1PP1P1P/2K5/3B4/3Q4 w - - 5 97
5,1/2-1/2,8/1P6/5k2/P7/R1PP1P1P/8/2KB4/3Q4 b - - 6 97
5,1/2-1/2,8/1P6/4k3/P7/R1PP1P1P/8/2KB4/3Q4 w - - 7 98
5,1/2-1/2,8/1P6/4k3/P7/R1PP1P1P/8/2KB4/2Q5 b - - 8 98
5,1/2-1/2,8/1P6/8/P4k2/R1PP1P1P/8/2KB4/2Q5 w - - 9 99
5,1/2-1/2,8/1P6/8/P4k2/R1PP1P1P/8/2KB4/6Q1 b - - 10 99
5,1/2-1/2,8/1P6/5k2/P7/R1PP1P1P/8/2KB4/6Q1 w - - 11 100
5,1/2-1/2,8/1P6/5k2/P5Q1/R1PP1P1P/8/2KB4/8 b - - 12 100
5,1/2-1/2,8/1P6/4k3/P5Q1/R1PP1P1P/8/2KB4/8 w - - 13 101
5,1/2-1/2,8/1P6/4k3/P1P3Q1/R2P1P1P/8/2KB4/8 b - - 0 101
5,1/2-1/2,8/1P3k2/8/P1P3Q1/R2P1P1P/8/2KB4/8 w - - 1 102
5,1/2-1/2,8/1P3k2/8/P1P3Q1/R2P1P1P/2B5/2K5/8 b - - 2 102
5,1/2-1/2,4k3/1P6/8/P1P3Q1/R2P1P1P/2B5/2K5/8 w - - 3 103
5,1/2-1/2,4k3/1P6/7Q/P1P5/R2P1P1P/2B5/2K5/8 b - - 4 103
5,1/2-1/2,8/1P3k2/7Q/P1P5/R2P1P1P/2B5/2K5/8 w - - 5 104
5,1/2-1/2,8/1P3k2/7Q/P1P5/3P1P1P/R1B5/2K5/8 b - - 6 104
5,1/2-1/2,8/1P2k3/7Q/P1P5/3P1P1P/R1B5/2K5/8 w - - 7 105
5,1/2-1/2,8/1P2k3/7Q/P1P5/3P1P1P/R7/2K5/B7 b - - 8 105
5,1/2-1/2,8/1P3k2/7Q/P1P5/3P1P1P/R7/2K5/B7 w - - 9 106
5,1/2-1/2,8/1P3k2/7Q/P1P5/R2P1P1P/8/2K5/B7 b - - 10 106
5,1/2-1/2,8/1P2k3/7Q/P1P5/R2P1P1P/8/2K5/B7 w - - 11 107
5,1/2-1/2,1Q6/4k3/7Q/P1P5/R2P1P1P/8/2K5/B7 b - - 0 107
5,1/2-1/2,1Q6/3k4/7Q/P1P5/R2P1P1P/8/2K5/B7 w - - 1 108
5,1/2-1/2,1Q6/3k3Q/8/P1P5/R2P1P1P/8/2K5/B7 b - - 2 108
5,1/2-1/2,1Q6/7Q/4k3/P1P5/R2P1P1P/8/2K5/B7 w - - 3 109
5,1/2-1/2,1Q6/8/4k3/P1P4Q/R2P1P1P/8/2K5/B7 b - - 4 109
5,1/2-1/2,1Q6/8/5k2/P1P4Q/R2P1P1P/8/2K5/B7 w - - 5 110
5,1/2-1/2,Q7/8/5k2/P1P4Q/R2P1P1P/8/2K5/B7 b - - 6 110
5,1/2-1/2,Q7/6k1/8/P1P4Q/R2P1P1P/8/2K5/B7 w - - 7 111
5,1/2-1/2,8/1Q4k1/8/P1P4Q/R2P1P1P/8/2K5/B7 b - - 8 111
5,1/2-1/2,5k2/1Q6/8/P1P4Q/R2P1P1P/8/2K5/B7 w - - 9 112
5,1/2-1/2,5k2/8/8/P1P4Q/R2P1P1P/8/2K5/B6Q b - - 10 112
5,1/2-1/2,8/4k3/8/P1P4Q/R2P1P1P/8/2K5/B6Q w - - 11 113
5,1/2-1/2,8/4k3/8/P1P5/R2P1P1P/8/2K1Q3/B6Q b - - 12 113
